,Customer_ID,Credit_Utilization_Ratio,Outstanding_Debt,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Mortgage Loan,Home Equity Loan,Auto Loan,Student Loan,Personal Loan,Payday Loan,Debt Consolidation Loan,Credit-Builder Loan,Occupation,Age,Annual_Income
2108,CUS_0x3108,34.2283875675,296.58,5.0,3.0,8.583333333333334,19.0,0,0,1,1,0,0,0,0,Engineer,35.0,98983.17
2109,CUS_0x310f,32.23277083,1202.05,5.0,1.0,8.0,12.833333333333334,0,0,0,0,0,0,1,0,Mechanic,45.0,30909.93
2110,CUS_0x3117,33.08244669083333,682.12,5.0,4.0,11.416666666666666,3.2,0,0,0,0,0,0,1,0,Mechanic,33.0,15789.99
2111,CUS_0x3119,32.20995079083333,1276.04,7.0,1.0,11.75,7.454545454545454,0,0,0,0,0,0,0,1,Developer,25.0,37346.16
2112,CUS_0x311a,32.118322078333335,850.37,11.0,4.0,23.916666666666668,19.90909090909091,0,1,1,0,0,0,1,1,MediaManager,48.0,48698.78
2113,CUS_0x3121,30.6714820925,181.47,2.0,2.0,1.8333333333333333,8.333333333333334,0,1,0,0,0,0,0,1,Entrepreneur,37.0,42847.79
2114,CUS_0x3124,31.47736134083333,862.14,6.0,1.0,14.083333333333334,2.4166666666666665,0,1,0,0,0,0,0,0,Journalist,54.0,43502.68
2115,CUS_0x3127,32.55314512,4708.63,21.0,7.0,51.25,15.875,1,1,1,1,1,0,0,1,Accountant,20.0,37972.16
2116,CUS_0x312b,32.59710112916667,1933.79,15.0,4.0,29.5,13.333333333333334,0,0,0,0,1,0,0,0,Lawyer,29.0,73995.12
2117,CUS_0x312c,32.011631621666666,3750.42,23.0,6.0,15.0,25.181818181818183,1,1,0,0,1,1,0,1,Architect,15.0,56531.6
2118,CUS_0x3134,36.17436618083334,1371.87,8.0,0.0,11.833333333333334,2.25,0,0,0,0,0,0,0,0,Scientist,50.0,101855.88
2119,CUS_0x3139,28.7981919075,1266.31,18.0,4.0,14.0,18.727272727272727,0,0,0,0,0,1,1,1,Accountant,18.0,19369.96
2120,CUS_0x3141,30.53772305833333,1734.43,17.0,6.0,12.666666666666666,12.090909090909092,1,1,1,0,0,1,0,0,Doctor,36.0,39912.86
2121,CUS_0x3149,31.225375394166665,4946.5,23.0,7.0,17.833333333333332,17.916666666666668,1,0,1,0,1,0,1,0,Writer,27.0,20602.02
2122,CUS_0x3155,32.77130320166666,2183.27,16.0,6.0,16.833333333333332,14.125,1,0,1,0,1,0,0,0,Manager,39.0,10152.935
2123,CUS_0x3159,30.589506651666667,759.58,5.0,2.0,21.75,18.88888888888889,0,0,0,0,1,0,1,0,Writer,41.0,30963.76
2124,CUS_0x315f,30.78716220833333,302.02,7.0,3.0,0.8333333333333334,12.4,0,1,0,0,0,1,0,0,Mechanic,54.0,41794.32
2125,CUS_0x3161,32.88449471916667,453.31,10.0,2.0,18.916666666666668,55.72727272727273,0,0,1,1,0,0,0,0,Lawyer,21.0,58698.08
2126,CUS_0x3169,32.38966344,4712.1,22.0,8.0,35.166666666666664,20.333333333333332,1,1,0,1,1,0,0,1,Scientist,45.0,31287.48
2127,CUS_0x316a,32.875779655,2447.6,21.0,7.0,37.583333333333336,8.454545454545455,0,1,1,1,1,0,0,1,Musician,27.0,14925.68
2128,CUS_0x316e,32.85103613416667,2512.59,20.0,7.0,18.5,16.272727272727273,0,1,1,0,1,1,0,1,Engineer,34.0,79504.56
2129,CUS_0x3172,35.22672788166667,560.8,10.0,2.0,9.916666666666666,8.0,0,1,1,0,0,0,0,0,Lawyer,31.0,117724.16
2130,CUS_0x3175,29.98003459583333,2418.37,20.0,6.0,62.083333333333336,16.166666666666668,0,0,0,1,1,1,1,1,Developer,17.0,36776.48
2131,CUS_0x3176,29.799750660833336,1175.31,4.0,3.0,8.0,12.0,1,0,0,0,0,0,0,1,Scientist,35.0,94120.35
2132,CUS_0x317a,30.846066280000002,1247.9,11.0,4.0,28.25,12.363636363636363,0,1,1,0,0,1,0,1,Developer,37.0,67049.66
2133,CUS_0x317e,32.358471970000004,2360.12,21.0,3.0,45.083333333333336,15.916666666666666,0,0,0,0,0,0,0,1,Mechanic,19.0,62008.35
2134,CUS_0x3182,33.12021999416667,1191.15,12.0,3.0,5.416666666666667,7.666666666666667,0,1,1,0,0,0,0,0,Accountant,36.0,132082.17
2135,CUS_0x3183,34.084215110833334,223.31000000000003,1.0,3.0,0.9166666666666666,10.0,0,0,0,1,0,0,0,0,Engineer,20.0,104708.79
2136,CUS_0x3187,30.82286596,1823.3499999999997,15.0,5.0,22.583333333333332,16.0,0,0,1,1,0,1,0,0,Architect,40.0,9983.345
2137,CUS_0x3188,30.338162455,1447.4800000000002,11.0,1.0,14.166666666666666,5.454545454545454,0,1,0,0,0,0,0,0,Journalist,55.0,28087.16
2138,CUS_0x318c,28.36151831416667,668.14,18.0,4.0,29.333333333333332,14.454545454545455,0,1,0,1,1,1,0,0,Doctor,42.0,61807.41
2139,CUS_0x318d,27.968379895833333,3534.02,33.0,7.0,28.25,18.916666666666668,0,1,0,1,1,0,1,1,Scientist,38.0,28050.2
2140,CUS_0x318e,31.831729080000002,1169.13,20.0,3.0,26.666666666666668,8.916666666666666,0,1,0,1,1,0,0,0,Doctor,33.0,17488.905
2141,CUS_0x3190,31.558525731666666,1399.51,7.0,3.0,14.416666666666666,19.636363636363637,0,0,0,0,0,0,1,0,Doctor,23.0,61017.93
2142,CUS_0x3191,30.240579435,620.76,1.0,3.0,10.25,8.166666666666666,1,1,0,0,0,0,0,0,Entrepreneur,21.0,89864.28
2143,CUS_0x3195,39.686275295,1284.4,2.0,0.0,11.75,1.8333333333333333,0,0,0,0,0,0,0,0,Engineer,29.0,177947.28
2144,CUS_0x319c,33.030055705,171.06000000000003,9.0,2.0,0.6666666666666666,0.25,1,0,0,0,1,0,0,0,Musician,36.0,58145.22
2145,CUS_0x319d,31.73743317083333,1535.0199999999998,33.0,5.0,59.083333333333336,16.5,0,1,1,0,0,0,0,1,Lawyer,35.0,50520.75
2146,CUS_0x31ac,28.9523608275,695.4500000000002,10.0,3.0,13.416666666666666,7.636363636363637,1,0,0,0,1,0,0,0,Mechanic,23.0,20929.34
2147,CUS_0x31b2,30.18721223,75.76,6.0,4.0,9.083333333333334,11.583333333333334,0,1,1,0,0,1,0,0,Engineer,25.0,79439.56
2148,CUS_0x31b7,31.204292321666667,14.339999999999998,1.0,3.0,9.833333333333334,4.7272727272727275,0,0,0,1,1,0,0,0,Lawyer,42.0,31200.24
2149,CUS_0x31b8,32.1978331275,1218.92,15.0,4.0,17.75,15.75,0,0,0,0,1,1,0,0,Manager,31.0,110439.56
2150,CUS_0x31bd,34.48519537083333,1274.63,31.0,4.0,38.0,19.545454545454547,0,1,1,0,0,1,0,0,Engineer,22.0,56122.68
2151,CUS_0x31c0,31.725835865833332,3776.3000000000006,20.0,9.0,40.916666666666664,62.18181818181818,1,0,1,1,1,0,1,1,Manager,16.0,59931.4
2152,CUS_0x31ce,33.69097745833333,262.98,18.0,4.0,23.916666666666668,7.181818181818182,1,0,1,0,0,0,0,1,Developer,36.0,16864.18
2153,CUS_0x31d5,30.40447313916667,1287.59,4.0,0.0,5.75,1.1,0,0,0,0,0,0,0,0,Doctor,49.0,15488.885
2154,CUS_0x31e0,37.59318977,344.85999999999996,20.0,0.0,22.166666666666668,11.727272727272727,0,0,0,0,0,0,0,0,MediaManager,42.0,131908.24
2155,CUS_0x31e3,35.62249519833333,615.79,11.0,0.0,26.916666666666668,10.363636363636363,0,0,0,0,0,0,0,0,Teacher,48.0,90398.96
2156,CUS_0x31e8,30.60953920833333,1758.22,19.0,7.0,42.75,67.8,0,1,1,0,0,1,1,1,Doctor,22.0,14363.25
2157,CUS_0x31e9,29.803210670833334,1959.68,18.0,6.0,27.333333333333332,10.727272727272727,0,0,1,0,1,1,0,1,Scientist,17.0,18567.28
2158,CUS_0x31eb,29.156292386666667,792.73,3.0,3.0,8.5,2.1818181818181817,0,1,1,0,0,1,0,0,Teacher,51.0,35991.91
2159,CUS_0x31ef,30.161491003333335,2619.81,15.0,5.0,45.416666666666664,19.0,1,0,1,1,0,0,1,0,Writer,22.0,8255.925
2160,CUS_0x31f8,32.2096010875,139.11,8.0,1.0,22.083333333333332,16.9,0,0,1,0,0,0,0,0,Teacher,56.0,10394.805
2161,CUS_0x3201,32.317493078333335,1172.87,16.0,2.0,9.5,16.4,0,0,0,1,0,1,0,0,Doctor,26.0,35336.77
2162,CUS_0x3208,35.95142574583333,868.5099999999999,8.0,2.0,12.833333333333334,1.2727272727272727,1,0,0,0,0,0,0,0,Developer,31.0,165333.72
2163,CUS_0x320d,35.96394932166667,1080.92,1.0,1.0,12.583333333333334,6.25,0,0,0,0,1,0,0,0,Entrepreneur,30.0,122725.48
2164,CUS_0x320e,30.727343143333332,727.39,9.0,7.0,8.75,10.333333333333334,1,1,0,0,0,1,1,1,MediaManager,22.0,9812.96
2165,CUS_0x320f,32.062532215,1487.26,7.0,4.0,9.166666666666666,10.818181818181818,1,1,0,0,0,0,0,1,Teacher,28.0,132324.18
2166,CUS_0x3213,32.87408638833333,885.12,6.0,0.0,12.0,47.666666666666664,0,0,0,0,0,0,0,0,MediaManager,41.0,88402.96
2167,CUS_0x3214,33.47897772666666,417.92,9.0,2.0,13.916666666666666,0.8333333333333334,0,0,0,1,0,0,1,0,Architect,30.0,37550.74
2168,CUS_0x3215,29.8022228225,3599.34,26.0,7.0,32.333333333333336,25.333333333333332,0,0,1,1,1,0,1,0,Developer,34.0,9871.225
2169,CUS_0x321c,31.1794754175,952.2999999999998,12.0,1.0,1.6666666666666667,7.636363636363637,0,0,1,0,0,0,0,0,MediaManager,51.0,77165.86
2170,CUS_0x321f,29.98590906,1256.7,10.0,0.0,5.083333333333333,12.416666666666666,0,0,0,0,0,0,0,0,Writer,50.0,31002.86
2171,CUS_0x3221,32.68791806,223.38,14.0,5.0,17.916666666666668,13.75,1,1,0,0,0,0,0,1,Mechanic,36.0,18426.245
2172,CUS_0x3224,30.361334635000002,1942.0,8.0,3.0,12.25,16.416666666666668,0,0,0,1,0,0,0,0,Lawyer,19.0,53181.21
2173,CUS_0x3229,31.660477449166667,3670.07,31.0,9.0,22.083333333333332,18.833333333333332,1,1,1,1,0,0,0,1,Writer,38.0,9830.785
2174,CUS_0x3231,32.90203925833333,1456.01,19.0,4.0,28.833333333333332,12.0,0,1,1,1,0,0,0,1,Doctor,44.0,36717.63
2175,CUS_0x3237,30.2679992325,4548.76,16.0,8.0,49.5,24.0,1,1,0,1,1,0,1,1,MediaManager,19.0,54651.78
2176,CUS_0x323f,31.771187759166665,814.54,4.0,0.0,7.666666666666667,1.1666666666666667,0,0,0,0,0,0,0,0,Mechanic,21.0,15620.91
2177,CUS_0x3240,34.279628955,390.8999999999999,4.0,4.0,2.1666666666666665,12.7,0,1,0,1,0,0,1,0,Developer,34.0,136765.92
2178,CUS_0x3243,31.823937895,1410.14,2.0,4.0,11.333333333333334,6.416666666666667,0,0,1,0,0,0,1,0,Doctor,21.0,40377.89
2179,CUS_0x324b,32.40901519166666,2370.05,25.0,4.0,23.583333333333332,9.583333333333334,0,1,0,1,1,1,0,0,Entrepreneur,21.0,14773.91
2180,CUS_0x3257,31.253551909166664,1421.43,17.0,6.0,31.083333333333332,17.083333333333332,1,1,1,1,0,0,0,0,Developer,40.0,78595.6
2181,CUS_0x325f,32.35420033916667,687.0,17.0,4.0,7.5,12.666666666666666,0,1,1,0,1,0,1,0,Architect,35.0,13840.485
2182,CUS_0x3260,32.71202899583333,401.56,16.0,2.0,15.25,18.5,0,0,1,0,0,0,0,1,Accountant,41.0,10897.385
2183,CUS_0x3263,35.884181403333336,1439.7,12.0,1.0,7.083333333333333,9.833333333333334,0,0,0,0,0,0,1,0,Manager,36.0,132643.71
2184,CUS_0x3264,32.246613445,699.36,5.0,4.0,15.75,14.666666666666666,1,1,0,0,0,0,0,0,Musician,48.0,20662.84
2185,CUS_0x3274,32.10589580166667,521.1,9.0,3.0,29.916666666666668,49.5,1,0,0,1,0,0,0,0,Manager,45.0,32766.46
2186,CUS_0x3276,31.304135361666667,1397.5199999999998,14.0,1.0,15.833333333333334,20.5,0,0,0,0,0,0,0,0,Doctor,43.0,47370.64
2187,CUS_0x3278,33.12156585416667,544.01,1.0,3.0,12.0,1.6666666666666667,0,0,0,1,1,0,0,0,Teacher,38.0,20789.075
2188,CUS_0x3279,29.56346030083333,3916.73,24.0,6.0,35.083333333333336,54.90909090909091,0,0,1,0,0,1,1,1,Writer,41.0,18762.55
2189,CUS_0x327d,33.04494661416667,1663.18,12.0,2.0,14.25,16.416666666666668,1,1,0,0,0,0,0,0,Lawyer,42.0,17122.37
2190,CUS_0x328b,31.80363641166667,329.28,13.0,0.0,22.75,12.583333333333334,0,0,0,0,0,0,0,0,Doctor,39.0,28279.12
2191,CUS_0x328e,32.29000703916667,852.2000000000002,20.0,0.0,26.916666666666668,12.090909090909092,0,0,0,0,0,0,0,0,Journalist,25.0,46586.8
2192,CUS_0x3295,32.0840720025,1493.68,14.0,0.0,17.916666666666668,19.5,0,0,0,0,0,0,0,0,Writer,31.0,16381.95
2193,CUS_0x329f,30.8136176925,29.899999999999995,18.0,3.0,25.75,17.454545454545453,0,0,0,1,1,1,0,0,Journalist,37.0,34425.62
2194,CUS_0x32a1,32.89645570416666,612.08,12.0,1.0,15.0,11.181818181818182,0,0,0,0,0,1,0,0,Engineer,56.0,11249.15
2195,CUS_0x32a5,30.5818865275,775.2199999999999,9.0,0.0,27.583333333333332,13.416666666666666,0,0,0,0,0,0,0,0,Engineer,23.0,16852.635
2196,CUS_0x32a7,32.843191893333334,2625.88,25.0,6.0,7.416666666666667,10.636363636363637,1,0,0,1,1,0,1,1,Journalist,44.0,10460.245
2197,CUS_0x32a9,33.82061744833333,771.0,12.0,1.0,5.5,10.083333333333334,0,0,0,0,0,0,0,0,Manager,23.0,37679.19
2198,CUS_0x32ac,29.221213153333334,1131.43,19.0,4.0,22.583333333333332,12.727272727272727,0,0,0,0,1,1,1,0,Engineer,36.0,34204.39
2199,CUS_0x32ad,29.104791860833334,4968.17,31.0,7.0,37.083333333333336,24.833333333333332,1,0,1,1,0,1,1,0,Teacher,46.0,56200.53
2200,CUS_0x32b1,34.27565564583333,2931.99,25.0,5.0,60.25,19.6,1,0,0,1,0,1,1,0,Manager,46.0,16718.08
2201,CUS_0x32b7,32.65283451833333,402.54,15.0,4.0,26.0,9.2,0,1,1,0,0,1,1,0,Accountant,38.0,79524.64
2202,CUS_0x32b8,30.611079916666668,1246.99,7.0,1.0,5.083333333333333,3.3333333333333335,1,0,0,0,0,0,0,0,Developer,52.0,21960.095
2203,CUS_0x32ba,34.02324530833334,1282.88,13.0,0.0,20.333333333333332,11.0,0,0,0,0,0,0,0,0,Lawyer,51.0,115735.76
2204,CUS_0x32be,34.1396548975,676.1,11.0,3.0,22.666666666666668,9.545454545454545,0,0,1,0,0,1,1,0,Doctor,43.0,178088.4
2205,CUS_0x32c7,32.69070488416667,2662.69,16.0,2.0,29.833333333333332,24.666666666666668,1,0,0,0,0,1,0,0,Journalist,31.0,18873.52
2206,CUS_0x32cb,32.36701452916667,1030.14,12.0,4.0,5.166666666666667,11.333333333333334,0,1,0,0,0,1,1,0,Entrepreneur,47.0,32959.87
2207,CUS_0x32cc,30.865587252500003,881.2599999999999,7.0,2.0,3.8333333333333335,6.6,0,0,0,1,0,0,0,1,Teacher,40.0,31846.76
2208,CUS_0x32ce,31.019418188333333,4293.32,22.0,7.0,18.416666666666668,22.363636363636363,0,1,0,1,1,0,0,1,Accountant,31.0,62050.89
2209,CUS_0x32d1,32.31022792416667,1896.36,17.0,4.0,22.0,9.2,0,0,0,1,0,1,0,0,Journalist,39.0,58267.23
2210,CUS_0x32d2,35.19294308,982.81,15.0,3.0,12.416666666666666,19.5,1,0,0,1,0,1,0,0,Manager,30.0,86992.68
2211,CUS_0x32d3,32.08049636583333,2544.6,32.0,2.0,14.166666666666666,12.416666666666666,0,1,0,0,0,0,0,1,Manager,36.0,20107.21
2212,CUS_0x32dc,29.826891709999998,125.33,19.0,1.0,20.666666666666668,15.083333333333334,0,0,0,0,1,0,0,0,Teacher,42.0,14619.585
2213,CUS_0x32df,34.6295155175,822.11,20.0,1.0,8.083333333333334,15.333333333333334,0,0,0,0,0,0,1,0,Entrepreneur,55.0,82969.92
2214,CUS_0x32e2,32.39239436583333,3912.19,16.0,5.0,53.083333333333336,23.333333333333332,0,0,1,1,0,0,0,0,Teacher,45.0,31172.1
2215,CUS_0x32e4,32.83130239333333,37.11,8.0,2.0,3.4166666666666665,5.083333333333333,0,0,0,0,0,0,1,0,Musician,47.0,84378.96
2216,CUS_0x32e5,37.340447614999995,247.08,14.0,3.0,21.916666666666668,18.083333333333332,0,0,0,1,0,0,0,0,Entrepreneur,32.0,146866.76
2217,CUS_0x32e6,32.66717527833333,53.9,2.0,1.0,4.75,10.166666666666666,1,0,0,0,0,0,0,0,Developer,36.0,59125.84
2218,CUS_0x32ed,32.00958808166667,751.82,8.0,4.0,13.916666666666666,18.25,0,1,0,1,0,1,0,0,Mechanic,56.0,70737.78
2219,CUS_0x32f5,33.120594358333335,1323.54,10.0,0.0,16.166666666666668,16.09090909090909,0,0,0,0,0,0,0,0,MediaManager,42.0,48297.48
2220,CUS_0x32fa,33.65564904666667,225.58,9.0,2.0,29.5,11.7,0,0,1,0,0,0,0,1,Writer,95.0,69209.85
2221,CUS_0x32fb,35.01640981833334,592.24,11.0,1.0,25.166666666666668,13.454545454545455,0,0,0,0,1,0,0,0,Doctor,52.0,55877.54
2222,CUS_0x330a,32.41726108833333,2001.71,28.0,4.0,45.25,22.0,1,0,1,1,0,0,0,1,Entrepreneur,42.0,22225113.0
2223,CUS_0x330c,32.45009239416667,1380.47,14.0,2.0,7.916666666666667,14.818181818181818,0,0,0,1,0,0,0,1,Journalist,17.0,61277.55
2224,CUS_0x3313,30.80080250416667,82.07,6.0,2.0,0.4166666666666667,0.36363636363636365,0,0,0,0,0,1,0,0,Scientist,38.0,34773.31
2225,CUS_0x3319,31.427385423333334,812.81,5.0,3.0,0.8333333333333334,0.18181818181818182,1,0,0,0,1,0,1,0,Manager,27.0,39870.01
2226,CUS_0x331a,33.070126763333334,2595.94,28.0,5.0,36.583333333333336,17.75,0,0,0,1,0,0,0,1,Developer,17.0,17767.41
2227,CUS_0x3325,38.57624312583334,1150.8,12.0,3.0,15.083333333333334,10.333333333333334,0,0,0,1,0,0,1,0,Accountant,19.0,173303.68
2228,CUS_0x332b,30.984298531666667,1264.32,5.0,2.0,10.583333333333334,9.909090909090908,0,0,0,1,0,0,0,0,Manager,14.0,35849.98
2229,CUS_0x332c,31.442057333333334,2476.23,33.0,2.0,37.666666666666664,17.444444444444443,0,0,0,1,0,1,0,0,MediaManager,36.0,17693.62
2230,CUS_0x332e,31.511880688333335,133.3,6.0,2.0,15.25,7.909090909090909,0,0,0,0,0,1,1,0,Entrepreneur,56.0,35681.42
2231,CUS_0x3331,32.685709850833334,2584.55,27.0,5.0,11.25,14.818181818181818,0,0,1,0,1,1,0,1,Mechanic,27.0,52243.56
2232,CUS_0x3336,31.961588030833337,1104.99,10.0,0.0,5.666666666666667,4.9,0,0,0,0,0,0,0,0,Manager,48.0,29648.76
2233,CUS_0x333c,33.8976032725,816.11,13.0,3.0,5.666666666666667,55.75,0,1,0,0,0,0,0,0,Manager,20.0,46640.82
2234,CUS_0x333e,31.74441001833333,4896.0,32.0,9.0,55.666666666666664,22.2,0,0,1,1,1,1,1,1,Accountant,25.0,54843.69
2235,CUS_0x333f,31.579982236666666,595.44,13.0,3.0,5.75,20.583333333333332,0,1,0,0,0,1,0,0,MediaManager,22.0,26030.03
2236,CUS_0x3340,32.8565708075,105.89,3.0,4.0,12.166666666666666,12.0,0,0,1,0,1,0,1,1,Teacher,22.0,96040.56
2237,CUS_0x334b,32.3154257275,901.87,13.0,1.0,16.666666666666668,13.583333333333334,0,0,0,0,0,0,0,1,Teacher,35.0,31906.07
2238,CUS_0x334d,32.926727701666664,1317.42,10.0,3.0,8.0,10.5,1,0,1,0,0,1,0,0,Entrepreneur,24.0,99237.75
2239,CUS_0x3352,31.58532458166667,809.94,12.0,4.0,6.833333333333333,9.545454545454545,0,0,1,0,0,0,1,0,Scientist,24.0,32612.36
2240,CUS_0x3356,33.592165539166665,1421.99,3.0,1.0,5.083333333333333,12.0,1,0,0,0,0,0,0,0,Doctor,47.0,30081.37
2241,CUS_0x3359,34.25242321583333,19.94,11.0,0.0,28.25,65.88888888888889,0,0,0,0,0,0,0,0,Entrepreneur,25.0,20287.13
2242,CUS_0x335a,31.202855573333334,4384.6,21.0,6.0,60.416666666666664,24.7,1,0,0,0,0,1,1,0,Musician,45.0,15599.88
2243,CUS_0x335e,32.084703014999995,1203.25,16.0,4.0,6.75,12.166666666666666,0,0,1,1,0,0,0,1,Engineer,35.0,93345.76
2244,CUS_0x335f,31.673749834166667,1455.41,9.0,3.0,15.5,9.4,0,0,1,0,0,0,0,1,Lawyer,43.0,32340.83
2245,CUS_0x3361,32.30345973,366.8999999999999,20.0,0.0,10.666666666666666,11.8,0,0,0,0,0,0,0,0,Accountant,26.0,36722.38
2246,CUS_0x3364,30.06838363583333,4632.52,34.0,8.0,50.0,17.0,1,1,1,1,1,0,1,0,Accountant,37.0,14132.32
2247,CUS_0x3365,29.81867835,1556.58,31.0,7.0,58.75,18.083333333333332,1,0,0,1,1,1,1,0,Scientist,33.0,57309.78
2248,CUS_0x3371,29.995416205833333,1634.9800000000002,27.0,7.0,33.833333333333336,22.727272727272727,1,1,1,1,0,0,1,0,Architect,20.0,61632.99
2249,CUS_0x3374,31.276752255833333,382.91,12.0,4.0,22.666666666666668,12.0,0,0,1,1,0,0,0,0,Manager,26.0,73134.06
2250,CUS_0x3377,30.146146916666666,3362.1,29.0,8.0,17.75,14.75,0,1,1,0,1,0,1,1,Accountant,20.0,34230.0
2251,CUS_0x3379,31.195405940833336,2143.45,16.0,6.0,61.416666666666664,19.4,0,1,0,1,0,1,0,0,Teacher,24.0,8884.17
2252,CUS_0x337b,32.86858200333334,1902.3100000000002,28.0,6.0,28.0,19.636363636363637,0,1,1,1,0,1,1,0,Developer,45.0,47506.8
2253,CUS_0x337d,31.5748986375,209.22,5.0,0.0,2.3333333333333335,2.1666666666666665,0,0,0,0,0,0,0,0,Manager,53.0,33768.99
2254,CUS_0x337f,33.855128875,625.53,11.0,1.0,10.083333333333334,9.25,0,0,0,0,0,0,0,1,Architect,41.0,67712.26
2255,CUS_0x3382,31.66769205916667,427.59,8.0,0.0,12.083333333333334,5.545454545454546,0,0,0,0,0,0,0,0,Journalist,27.0,14799.91
2256,CUS_0x3383,35.640976013333336,407.6000000000001,3.0,3.0,14.75,7.2727272727272725,0,0,1,0,1,0,0,1,Scientist,31.0,148990.16
2257,CUS_0x3385,33.187631285,982.98,15.0,1.0,12.083333333333334,19.0,0,0,0,0,0,0,0,0,Mechanic,27.0,11308032.0
2258,CUS_0x3389,29.250041303333333,3468.25,25.0,8.0,31.25,16.166666666666668,0,1,1,0,1,1,0,1,Manager,15.0,43782.45
2259,CUS_0x3393,35.24418154166667,1099.31,15.0,1.0,6.5,8.583333333333334,0,0,0,0,0,0,1,0,Accountant,41.0,99363.88
2260,CUS_0x3394,35.105014860000004,3506.0,25.0,7.0,47.25,15.083333333333334,0,0,1,1,0,0,1,1,Journalist,42.0,39540.78
2261,CUS_0x3397,31.515545768333336,4241.52,21.0,9.0,33.583333333333336,20.454545454545453,1,1,0,0,1,1,1,0,Developer,45.0,39800.36
2262,CUS_0x339e,33.583759300000004,333.78,4.0,1.0,24.833333333333332,18.77777777777778,0,0,0,0,0,0,0,0,Entrepreneur,22.0,86971.56
2263,CUS_0x33aa,32.213811747499996,3901.4,34.0,6.0,22.0,19.0,1,0,1,1,0,0,0,1,Musician,32.0,35843.92
2264,CUS_0x33b0,36.921707124166666,80.93,7.0,1.0,15.5,3.3333333333333335,1,0,0,0,0,0,0,0,Doctor,43.0,179317.04
2265,CUS_0x33b4,31.044971074166668,939.2000000000002,8.0,3.0,25.833333333333332,11.5,1,0,0,0,1,0,0,0,Musician,45.0,21484.035
2266,CUS_0x33b5,31.151225189166666,2011.92,33.0,6.0,30.416666666666668,16.272727272727273,0,0,1,1,0,1,1,0,Entrepreneur,17.0,78741.32
2267,CUS_0x33b6,31.391751656666667,839.77,13.0,0.0,14.75,11.416666666666666,0,0,0,0,0,0,0,0,Accountant,22.0,28690.97
2268,CUS_0x33b7,29.85074981833333,167.61,17.0,3.0,13.5,51.0,0,1,0,0,0,0,0,1,Lawyer,50.0,20770.6
2269,CUS_0x33b8,32.49842271916666,2635.48,18.0,6.0,55.25,24.083333333333332,0,1,0,1,0,1,0,1,Engineer,30.0,16362.68
2270,CUS_0x33ba,33.44459184583334,189.33,7.0,2.0,0.0,9.25,0,0,0,0,1,0,0,0,Scientist,20.0,79878.52
2271,CUS_0x33bc,31.24919355,1495.9000000000003,25.0,3.0,53.083333333333336,11.333333333333334,1,1,0,0,0,0,0,0,Engineer,43.0,17468.19
2272,CUS_0x33bf,35.643639105,1198.23,3.0,2.0,19.083333333333332,5.75,0,0,1,0,0,0,1,0,Lawyer,40.0,155673.16
2273,CUS_0x33cd,32.14882424,1251.99,19.0,1.0,12.416666666666666,19.25,0,0,1,0,0,0,0,0,Engineer,45.0,52110.56
2274,CUS_0x33ce,32.2827971575,535.11,18.0,3.0,19.583333333333332,7.636363636363637,1,0,1,0,1,0,0,0,Architect,43.0,22803.84
2275,CUS_0x33d2,31.279507411666668,818.2199999999999,7.0,2.0,8.333333333333334,14.363636363636363,0,1,0,0,0,1,0,0,Scientist,31.0,31993.78
2276,CUS_0x33d6,30.313080219166665,1426.1500000000003,6.0,1.0,11.5,2.0,0,0,0,0,0,1,0,0,Developer,19.0,17599.48
2277,CUS_0x33da,32.74882575,1036.03,13.0,2.0,20.833333333333332,15.181818181818182,0,1,0,0,0,0,0,0,Writer,55.0,35184.74
2278,CUS_0x33dc,30.3072657325,2953.7899999999995,22.0,5.0,55.916666666666664,21.77777777777778,0,1,0,0,1,0,1,0,Musician,44.0,8555.805
2279,CUS_0x33de,34.12025152583333,3761.85,16.0,5.0,55.916666666666664,17.181818181818183,1,0,1,0,1,0,1,0,Journalist,31.0,16340.12
2280,CUS_0x33e0,31.187386146666665,223.92999999999998,11.0,4.0,20.083333333333332,11.25,0,0,1,1,0,1,1,0,Entrepreneur,26.0,12427.74
2281,CUS_0x33e1,32.851449484999996,854.7199999999999,13.0,4.0,26.416666666666668,9.25,0,0,0,1,0,0,0,1,Musician,17.0,40181.48
2282,CUS_0x33ea,32.012110115,1233.05,14.0,5.0,11.333333333333334,11.636363636363637,1,1,1,0,0,1,0,0,Accountant,20.0,9566.58
2283,CUS_0x33eb,31.273346939166668,2827.23,31.0,5.0,60.75,21.666666666666668,0,1,1,0,0,0,1,0,Engineer,35.0,20674.5
2284,CUS_0x33ef,30.2188992375,2748.82,32.0,7.0,60.416666666666664,16.272727272727273,1,1,1,0,1,1,1,0,Lawyer,35.0,82277.8
2285,CUS_0x33f0,33.420891518333335,640.7,19.0,3.0,5.583333333333333,19.75,1,0,0,0,0,0,0,1,Scientist,33.0,74450.88
2286,CUS_0x33f9,32.486375869166665,3937.86,24.0,8.0,47.916666666666664,23.0,0,0,1,1,1,1,1,0,Musician,46.0,8052.79
2287,CUS_0x3401,31.9430154975,3106.09,33.0,6.0,24.0,24.454545454545453,1,0,0,0,1,0,1,1,Engineer,19.0,15479.34
